,box,angry,disgust,fear,happy,sad,surprise,neutral
260,"[659, 281, 208, 269]",0.07,0.0,0.07,0.49,0.18,0.01,0.18
261,"[647, 287, 204, 260]",0.06,0.0,0.1,0.51,0.17,0.01,0.16
262,"[648, 281, 205, 261]",0.07,0.0,0.12,0.49,0.16,0.01,0.15
263,"[649, 282, 208, 262]",0.07,0.0,0.1,0.59,0.12,0.01,0.11
264,"[652, 279, 209, 262]",0.08,0.0,0.07,0.56,0.15,0.01,0.13
265,"[617, 258, 216, 277]",0.05,0.0,0.06,0.44,0.21,0.01,0.23
266,"[618, 258, 212, 275]",0.06,0.0,0.05,0.6,0.14,0.01,0.13
267,"[593, 301, 192, 232]",0.2,0.0,0.11,0.12,0.4,0.0,0.16
268,"[592, 293, 198, 234]",0.29,0.0,0.16,0.15,0.27,0.01,0.11
269,"[592, 293, 194, 232]",0.22,0.0,0.13,0.26,0.2,0.01,0.18
270,"[589, 291, 196, 236]",0.17,0.0,0.13,0.23,0.21,0.02,0.25
271,"[589, 296, 195, 236]",0.11,0.0,0.12,0.26,0.19,0.02,0.3
272,"[588, 295, 199, 241]",0.1,0.0,0.11,0.29,0.21,0.01,0.29
273,"[579, 305, 206, 256]",0.04,0.0,0.04,0.59,0.11,0.01,0.21
274,"[584, 309, 204, 253]",0.07,0.0,0.06,0.47,0.18,0.01,0.2
275,"[588, 307, 208, 258]",0.05,0.0,0.06,0.56,0.15,0.01,0.17
276,"[588, 301, 212, 263]",0.08,0.0,0.09,0.42,0.21,0.01,0.2
277,"[587, 300, 212, 266]",0.05,0.0,0.05,0.59,0.19,0.0,0.12
278,"[587, 308, 209, 261]",0.07,0.0,0.05,0.55,0.17,0.01,0.16
279,"[589, 309, 207, 263]",0.07,0.0,0.06,0.47,0.21,0.01,0.18
280,"[585, 302, 214, 267]",0.07,0.0,0.06,0.42,0.2,0.01,0.25
281,"[582, 301, 215, 271]",0.07,0.0,0.06,0.47,0.23,0.01,0.16
282,"[584, 306, 213, 268]",0.09,0.0,0.05,0.35,0.28,0.01,0.23
283,"[622, 328, 212, 265]",0.06,0.0,0.04,0.63,0.18,0.01,0.09
284,"[635, 333, 206, 254]",0.05,0.0,0.04,0.65,0.15,0.01,0.1
285,"[634, 331, 204, 256]",0.03,0.0,0.05,0.57,0.18,0.01,0.17
286,"[630, 333, 204, 254]",0.05,0.0,0.07,0.47,0.21,0.01,0.19
287,"[630, 337, 204, 255]",0.07,0.0,0.12,0.46,0.17,0.01,0.17
288,"[1219, 161, 19, 25]",0.13,0.01,0.13,0.06,0.16,0.11,0.4
289,"[630, 346, 200, 255]",0.1,0.0,0.12,0.39,0.23,0.01,0.14
290,"[627, 350, 198, 254]",0.03,0.0,0.05,0.49,0.21,0.01,0.21
291,"[626, 348, 199, 258]",0.03,0.0,0.05,0.61,0.13,0.01,0.17
292,"[623, 330, 210, 262]",0.07,0.0,0.14,0.41,0.2,0.01,0.17
293,"[655, 327, 195, 253]",0.04,0.0,0.08,0.29,0.32,0.01,0.25
294,"[644, 337, 199, 250]",0.05,0.0,0.06,0.45,0.23,0.01,0.2
295,"[651, 341, 195, 245]",0.09,0.0,0.09,0.29,0.33,0.02,0.18
296,"[652, 339, 193, 243]",0.09,0.0,0.06,0.54,0.21,0.01,0.09
